id,rated,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,opening_eco,opening_name,opening_ply
AlsPBB7X,TRUE,72,resign,black,12+0,palaplay,1954,sawyas,2082,C00,French Defense: Reti-Spielmann Attack,3
Qf1k90mE,TRUE,102,outoftime,black,8+0,palaplay,1965,yarchik2005,1940,B10,Caro-Kann Defense,2
R8bmQGx9,TRUE,31,resign,white,6+4,monsternot,1533,ratmir_156,1270,C40,King's Knight Opening,3
a4CSG0tH,TRUE,45,mate,white,10+10,grigori_290153,1679,ratmir_156,1294,C21,Center Game #2,3
8jTABmIR,TRUE,32,mate,black,10+0,ratmir_156,1352,granagieldziepl,1577,C20,King's Pawn Game: Tortoise Opening,3
muiAFOVl,FALSE,57,resign,white,5+5,gomex,1514,fillip,2032,B07,Pirc Defense #4,2
Kvs4ElAL,FALSE,4,resign,white,10+10,dr_king_schultz,1775,gomex,1514,A00,Gedult's Opening,1
REfxHHD0,FALSE,50,resign,black,5+5,gomex,1514,fillip,2032,B07,Pirc Defense #3,6
CeZDZc0g,FALSE,55,resign,white,15+5,gomex,1514,ian1991,1333,D11,Slav Defense: Quiet Variation,7
ePVFyN9y,FALSE,45,resign,black,5+6,chadi,1531,gomex,1514,C50,Giuoco Piano,6
yCUXaARs,FALSE,27,resign,white,10+0,gomex,1514,lolindir,1836,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5
cVirlOkG,FALSE,59,outoftime,white,10+1,benjor,1521,gomex,1514,A43,Benoni Defense: Old Benoni,4
unNCAAzT,TRUE,11,outoftime,white,10+0,sorokin22,1511,gomex,1514,C42,Russian Game: Urusov Gambit,5
0fqbuNwq,TRUE,7,resign,white,15+0,jabka2,1554,pouyandp,1104,C41,Philidor Defense #3,5
JdI7WuGI,TRUE,126,mate,black,25+30,djbayan,1364,pouyandp,1033,B02,Alekhine Defense: Scandinavian Variation,4
7dwko668,FALSE,69,mate,white,30+0,pouyandp,1033,luichi,1500,C20,King's Pawn Game: Leonardis Variation,3
SzAZIZqu,TRUE,49,mate,white,12+9,ispavlo,1442,pouyandp,1041,B02,Alekhine Defense,2
9lovnw5E,TRUE,40,mate,black,12+9,pouyandp,1050,ispavlo,1439,A01,Nimzo-Larsen Attack: Indian Variation,2
A12OLEfT,TRUE,51,resign,white,12+9,ispavlo,1437,pouyandp,1060,B01,Scandinavian Defense,2
8vCB2JF1,FALSE,39,mate,white,10+0,impi,1842,pouyandp,1060,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
1dpUH7SR,TRUE,85,resign,white,14+5,r541,1362,pouyandp,1076,D00,Queen's Pawn Game #2,3
1F6lftEX,TRUE,64,resign,white,20+0,indignantary,1388,pouyandp,1112,C42,Russian Game: Damiano Variation,6
R7gra2BG,TRUE,10,resign,black,20+0,pouyandp,1137,indignantary,1383,A40,Modern Defense,2
ZPC5uB7w,TRUE,13,resign,white,20+0,indignantary,1378,pouyandp,1170,C40,King's Pawn Game: Damiano Defense,4
3PXGO6tK,TRUE,78,mate,black,20+0,pouyandp,1218,indignantary,1371,C20,King's Pawn Game: Clam Variation |  King's Gambit Reversed,4
XNFwX8dj,TRUE,21,resign,white,20+0,indignantary,1363,pouyandp,1299,D00,Queen's Pawn Game: Mason Attack,3
8flC8xAs,TRUE,31,resign,white,5+8,arbitrarylogic,1605,pouyandp,1352,C41,Philidor Defense #3,5
lVS9uNQj,TRUE,65,outoftime,white,5+8,reydmus,1559,pouyandp,1500,C41,Philidor Defense #3,5
HRGjyK32,FALSE,41,resign,white,25+0,lichessfiend,2005,dimcenco,978,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
guIt4MTW,FALSE,54,mate,black,25+0,dimcenco,978,lichessfiend,2005,B25,Sicilian Defense: Closed Variation |  Traditional,4
Mp3t2Q8D,FALSE,108,outoftime,draw,25+0,dimcenco,1483,lichessfiend,2005,B25,Sicilian Defense: Closed Variation |  Traditional,4
7dQmpIJQ,FALSE,139,outoftime,white,8+0,lichessfiend,2005,shadow20330,1895,A03,Bird Opening: Dutch Variation,2
5LCbCpeo,FALSE,162,outoftime,black,8+0,shadow20330,1878,lichessfiend,2005,B30,Sicilian Defense: Old Sicilian,4
McanhBAU,TRUE,76,resign,white,10+2,dariash,1088,woodham,1217,B54,Sicilian Defense #2,6
mhxTYPrg,TRUE,30,outoftime,black,10+10,woodham,1224,ahtoxa82,1372,C60,Ruy Lopez,5
nfeAc1Cz,TRUE,45,resign,white,10+2,vemund,1209,woodham,1237,B20,Sicilian Defense,2
qbK48KHH,TRUE,115,resign,white,5+5,enthusiast,1504,woodham,1241,A40,Horwitz Defense,2
bUOzxnpp,TRUE,71,resign,white,10+5,woodham,1225,gielo,1378,C62,Ruy Lopez: Steinitz Defense,6
UVOXUoqA,TRUE,29,outoftime,white,8+10,woodham,1222,apfrancisco,1356,C64,Ruy Lopez: Classical Variation,6
FVJkBv3w,TRUE,115,resign,white,10+0,woodham,1202,sischen126,1522,C44,King's Pawn Game: Dresden Opening,5
eSX81pzG,TRUE,97,resign,black,10+0,nirashim,1132,woodham,1193,A01,Nimzo-Larsen Attack: Modern Variation #2,3
KLkiMIOc,TRUE,36,resign,black,10+0,woodham,1202,momilimiko,1513,C65,Ruy Lopez: Berlin Defense #2,6
ijnrtJ09,TRUE,55,resign,black,10+3,woodham,1207,batya229,1422,B21,Sicilian Defense: McDonnell Attack,3
5CFdyoUL,TRUE,62,resign,white,15+8,victorgarcia,1328,woodham,1215,B07,Pirc Defense #4,2
nLz361qJ,TRUE,52,resign,black,25+0,woodham,1224,chivitzzz,1294,C41,Philidor Defense: Hanham Variation,6
YAM5gJHu,TRUE,62,mate,black,7+5,quintinator,1121,woodham,1212,A40,Horwitz Defense,2
RjmWOWzW,TRUE,36,resign,black,15+3,woodham,1221,dricamagra,1334,C00,Queen's Pawn Game: Franco-Sicilian Defense,4
K3ARfviR,TRUE,68,mate,black,15+3,dricamagra,1350,woodham,1204,A04,Zukertort Opening: Pirc Invitation,2
4KfrlxPd,TRUE,50,resign,black,10+0,woodham,1212,tonisubi,1331,B00,Goldsmith Defense,2
HmkdlQ0w,TRUE,34,resign,black,5+8,woodham,1216,lions67,1523,C41,Philidor Defense #2,4
jH7C6aEi,TRUE,30,resign,black,5+5,woodham,1228,sesh,1222,C42,Russian Game: Damiano Variation,6
MPcwauiB,TRUE,29,resign,black,5+5,sesh,1233,woodham,1215,B20,Sicilian Defense: Staunton-Cochrane Variation,3
fatseONM,TRUE,63,resign,white,8+0,otco,1340,woodham,1235,B32,Sicilian Defense: Open #3,7
x1ob2Pt3,TRUE,22,outoftime,black,10+5,woodham,1242,andrey33,1402,B21,Sicilian Defense: Smith-Morra Gambit #2,3
FcIi1dAV,TRUE,30,resign,white,15+3,nephi,1230,woodham,1246,B20,Sicilian Defense: Staunton-Cochrane Variation,3
Bj5ER5su,TRUE,56,mate,black,10+5,reytiso,1594,woodham,1225,B23,Sicilian Defense: Closed Variation,3
GXuBktGn,TRUE,37,resign,white,19+2,assalti,1442,woodham,1230,B32,Sicilian Defense: Open #3,7
3Lk8VJ0k,TRUE,99,resign,white,30+0,woodham,1222,nishantha,1314,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
8orgjuBU,TRUE,16,resign,black,30+0,nishantha,1329,woodham,1206,B20,Sicilian Defense,2
18HDTKYJ,TRUE,78,mate,black,25+0,woodham,1198,maestro_pablo,1316,C44,Ponziani Opening: Jaenisch Counterattack,6
k1MKgtqK,TRUE,81,resign,black,9+4,woodham,1206,charlie-z-said,1341,B00,King's Pawn Game: Nimzowitsch Defense,3
ZvZV7mJk,TRUE,115,mate,white,8+3,woodham,1196,entertaynement,1112,C41,Philidor Defense #2,4
cD3RJTko,TRUE,31,mate,white,8+3,entertaynement,1081,woodham,1213,B27,Sicilian Defense,3
r5Z1EbZq,TRUE,32,mate,black,10+2,xaviarov,1528,woodham,1192,B20,Sicilian Defense: Bowdler Attack,3
l3HlCynZ,TRUE,54,mate,black,10+7,woodham,1199,jagodin70,1359,C00,French Defense: Normal Variation,3
vNhqiSmP,FALSE,18,resign,white,5+8,xlmichael,1829,c_a_t_c_h_2_2,1420,C41,Philidor Defense,5
dPILkUfp,FALSE,26,resign,black,11+10,sanpedro,2212,xlmichael,1829,D11,Slav Defense: Modern,6
XWCCNA4p,FALSE,11,resign,white,30+0,xlmichael,1829,vova500500,1544,C60,Ruy Lopez,5
fARHwh1J,FALSE,96,resign,black,15+10,xlmichael,1829,ahmad1,1641,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
94PzrlSh,TRUE,42,mate,black,5+8,kuna,1799,xlmichael,1811,B12,Caro-Kann Defense: Ulysses Gambit,7
CeQ4FJL4,TRUE,37,resign,white,5+8,valdeilton,1830,xlmichael,1830,C20,King's Pawn Game: Leonardis Variation,3
gf71eoJM,TRUE,22,resign,white,10+35,frantaiq,1558,acj4-chess,1500,B00,Nimzowitsch Defense,2
livdjPVs,TRUE,53,mate,white,4+6,alkhane,1190,theking1234,949,A02,Bird Opening: From's Gambit,2
aG89PHk1,TRUE,62,mate,black,4+6,theking1234,966,alkhane,1185,A10,English Opening: Achilles-Omega Gambit,3
TLIJQzE0,TRUE,78,outoftime,black,5+8,theking1234,915,heritopes,910,B00,Nimzowitsch Defense,2
Hs1oCzHv,TRUE,78,mate,black,10+0,theking1234,932,zangano,1389,C50,Italian Game: Schilling-Kostic Gambit,6
NsEQlZ3B,FALSE,35,mate,white,15+30,adamsmith316,1041,theking1234,932,B02,Alekhine Defense,2
iZcneutS,TRUE,58,mate,black,14+8,theking1234,1015,pp82,1007,C20,King's Pawn Game,2
Pjq2zieD,TRUE,40,resign,black,4+7,theking1234,1223,kentiara,1333,A40,Modern Defense,2
I4T8fHHn,TRUE,27,mate,white,4+7,kentiara,1324,theking1234,1321,A43,Old Benoni Defense #2,3
oq3o27d7,TRUE,75,mate,white,20+8,mateushn,1531,theking1234,1190,B00,Nimzowitsch Defense,2
8DVJjgDI,TRUE,24,mate,black,20+8,theking1234,1264,mateushn,1477,B02,Alekhine Defense: Normal Variation,4
snbBQo3U,TRUE,7,mate,white,20+8,mateushn,1350,theking1234,1500,C20,King's Pawn Game: Napoleon Attack,3
LqRGDmAn,TRUE,56,mate,black,5+5,theking1234,1500,omelas,1670,C20,English Opening: The Whale,3
hyHDCD1r,TRUE,12,resign,black,19+0,chiv-is-beast6969,946,coolfan4545,1545,A02,Bird Opening: From's Gambit,2
N1kfn0Pb,TRUE,9,mate,white,19+0,coolfan4545,1500,chiv-is-beast6969,987,B00,Lemming Defense,2
T7ZghMlH,TRUE,63,mate,white,10+0,tolia,1899,chasesims,1263,B00,Goldsmith Defense,2
EJZGW9Kx,TRUE,52,mate,black,10+0,chasesims,1272,lacobriga,1807,A00,Van Geet Opening: Reversed Nimzowitsch,2
PDEr3Wpq,TRUE,58,resign,black,10+0,xinos,1628,amplon,1532,C20,King's Pawn Game: Leonardis Variation,3
KTlKXYu5,TRUE,74,outoftime,black,11+0,xinos,1662,rafaeldm,1584,B27,Sicilian Defense: Katalimov Variation,4
H1tXmciJ,FALSE,109,resign,white,5+8,henriquebrasil,1802,xinos,1662,D02,Queen's Pawn Game: Zukertort Variation,3
aLUDO0OK,TRUE,85,outoftime,white,6+12,xinos,1635,dartisgr,1625,B18,Caro-Kann Defense: Classical Variation,8
1tYloDlh,TRUE,23,resign,black,6+12,dartisgr,1705,xinos,1599,C34,King's Gambit Accepted |  MacLeod Defense,6
LtLvya6k,TRUE,65,resign,white,8+0,tonin1,1683,xinos,1627,C23,Bishop's Opening,3
VWObpT2e,TRUE,64,resign,white,8+0,tonin1,1672,xinos,1663,C23,Bishop's Opening,3
8HWKvRd7,TRUE,37,mate,white,7+2,jorgeluis08,1667,xinos,1708,C40,Elephant Gambit: Paulsen Countergambit,6
aK83TfkX,TRUE,45,resign,white,7+2,xinos,1661,jorgeluis08,1677,C46,Four Knights Game: Gunsberg Variation,7
N51cavhn,TRUE,37,resign,black,12+0,riku50,1614,xinos,1608,A25,English Opening: King's English Variation |  Reversed Closed Sicilian,4
faChBJ0t,TRUE,77,resign,black,10+0,awersome,1631,xinos,1531,A02,Bird Opening,1
qb0Br04o,TRUE,129,mate,white,5+8,gravalanche,1545,xinos,1616,C02,French Defense: Advance Variation #3,5
hQ2FqNFG,TRUE,119,resign,white,7+7,xinos,1526,manara,1536,C00,French Defense: Knight Variation,3
9XRW1lgJ,TRUE,79,mate,white,5+8,xinos,1342,swalter,1580,C45,Scotch Game,7
hBUhm4jN,TRUE,62,resign,white,7+8,ltl,1667,xinos,1394,D00,Queen's Pawn Game: Levitsky Attack,3
WcYA1L7S,FALSE,32,resign,white,8+8,knight_knemesis,1500,xinos,1394,D00,Queen's Pawn Game,2
WszapulO,TRUE,114,resign,black,7+2,xinos,1500,jorgeluis08,1675,C46,Four Knights Game: Gunsberg Variation,7
0yQZ76aS,TRUE,44,resign,black,10+0,raesremmurd,1923,xslyepov,1974,B50,Sicilian Defense: Delayed Alapin,5
t7MCFq3r,TRUE,75,mate,white,10+0,asars,1747,raesremmurd,1962,B30,Sicilian Defense: Old Sicilian,4
i6nE1F1S,TRUE,57,resign,white,10+0,vitalijuscenz,1774,raesremmurd,2003,B25,Sicilian Defense: Closed Variation |  Traditional,4
gxSm3Zp9,TRUE,65,resign,white,10+0,gormilos,2024,raesremmurd,2031,B20,Sicilian Defense: Staunton-Cochrane Variation,3
6Adb2k3F,TRUE,106,resign,black,10+0,goj,1771,raesremmurd,2019,A00,Gedult's Opening,1
H6xFMBLl,TRUE,76,resign,black,10+0,raesremmurd,2052,goldenboy74,2028,B50,Sicilian Defense: Delayed Alapin,5
WwkpkV7P,TRUE,151,outoftime,white,10+0,nikolay55,1605,raesremmurd,2114,B20,Sicilian Defense: Bowdler Attack,3
Yvnv5jmg,TRUE,57,resign,white,8+0,raesremmurd,2103,anatgan,1822,C00,Rat Defense: Small Center Defense,4
TjhhrFvM,TRUE,75,resign,white,8+0,raesremmurd,2074,zveko,2013,C62,Ruy Lopez: Steinitz Defense,6
u9Tl6RNG,TRUE,57,resign,black,8+0,morcus,1982,raesremmurd,2042,B30,Sicilian Defense: Old Sicilian,4
JEIqg0A2,TRUE,33,draw,draw,8+0,raesremmurd,2050,morcus,1981,C89,Ruy Lopez: Marshall Attack,16
wDdAr5cV,TRUE,152,outoftime,draw,8+0,morcus,1978,raesremmurd,2061,B30,Sicilian Defense: Old Sicilian,4
wCgk3Tno,TRUE,33,resign,white,8+0,endavant,2074,raesremmurd,2121,B25,Sicilian Defense: Closed Variation |  Traditional,4
SipCSO1G,TRUE,96,resign,black,8+0,raesremmurd,2209,endavant,2044,B22,Sicilian Defense: Alapin Variation,3
00dSgZj7,TRUE,114,resign,black,8+0,alex945,1689,raesremmurd,2201,B20,Sicilian Defense: Bowdler Attack,3
VgrpWPSJ,TRUE,67,resign,white,8+0,raesremmurd,2198,learn123,1519,C44,Ponziani Opening,5
xFSBK77D,TRUE,126,outoftime,black,8+0,plerf,1524,raesremmurd,2195,B22,Sicilian Defense: Alapin Variation,3
ihq8Mlwj,FALSE,27,resign,white,10+0,raesremmurd,2195,mrcrowley,2137,B50,Sicilian Defense: Delayed Alapin,5
NE2n7AAP,TRUE,94,mate,black,8+0,mastermoise,1357,raesremmurd,2193,A85,Dutch Defense: Queen's Knight Variation,5
93zahHgP,TRUE,55,resign,white,8+0,raesremmurd,2192,mastermoise,1357,C41,Philidor Defense #2,4
ajyh9QoL,FALSE,116,resign,black,13+2,not-cheating,1609,raesremmurd,2192,B20,Sicilian Defense: Wing Gambit,3
TRktqq5h,FALSE,13,resign,white,13+2,raesremmurd,2192,not-cheating,1609,C44,Ponziani Opening: Jaenisch Counterattack,6
U9PMzlXg,TRUE,71,resign,white,5+10,raesremmurd,2130,tequila_forever,2054,C43,Russian Game: Modern Attack |  Center Variation,7
VOmTxoSK,TRUE,57,resign,white,10+0,raesremmurd,2113,saeedsh,1692,A06,Zukertort Opening: Tennison Gambit,3
xJyhfWO9,TRUE,1,resign,white,10+0,keeperpine,1484,raesremmurd,2113,B00,King's Pawn,1
W2g5tr9m,TRUE,61,mate,white,8+0,raesremmurd,2099,not-cheating,1627,C44,Scotch Game: Lolli Variation,6
HCylVwnT,TRUE,22,resign,black,8+0,not-cheating,1629,raesremmurd,2082,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation,9
Heof4taO,TRUE,50,resign,white,10+0,raesremmurd,1757,angelcontreras,1896,B00,Nimzowitsch Defense: Williams Variation,4
uMVn5HRw,TRUE,24,draw,draw,10+0,pivoine48,2007,raesremmurd,1500,B24,Sicilian Defense: Closed Variation |  Fianchetto Variation,5
R0zvoILb,TRUE,33,resign,white,5+8,perseus1,1467,raskoinikov,1305,B10,Caro-Kann Defense,2
Nqsugfp6,TRUE,58,resign,black,11+11,rfabian,1333,raskoinikov,1289,B10,Caro-Kann Defense,2
UF540Neb,TRUE,49,mate,white,11+11,raskoinikov,1271,rfabian,1346,D06,Queen's Gambit Refused: Marshall Defense,4
mZn0K0zd,TRUE,39,resign,white,10+8,ahmad94,1572,raskoinikov,1276,D10,Slav Defense,4
xG2B7deG,TRUE,34,mate,black,10+8,raskoinikov,1281,ahmad94,1568,D06,Queen's Gambit Refused: Austrian Defense,4
rzFaVyJj,TRUE,44,resign,black,15+0,raskoinikov,1282,christianobuys,1213,D20,Queen's Gambit Accepted,4
uWFmrfVY,TRUE,30,resign,black,5+8,raskoinikov,1298,jricotto,1285,D35,Queen's Gambit Declined: Exchange Variation,7
StU9URj5,TRUE,50,mate,black,5+8,raskoinikov,1301,mario000,1664,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,4
vPVqBm1q,TRUE,88,outoftime,black,8+1,giannispap39,1642,raskoinikov,1273,D00,Queen's Pawn Game: Chigorin Variation,3
UFkXswno,TRUE,76,resign,black,10+0,ceve,1529,raskoinikov,1247,B10,Caro-Kann Defense,2
3XVTGy1e,TRUE,71,resign,white,10+0,nikal1988,1515,raskoinikov,1253,B10,Caro-Kann Defense,2
0jUOGBVG,TRUE,60,resign,black,5+8,raskoinikov,1270,recyrillic,1247,D35,Queen's Gambit Declined: Normal Defense,6
Kr0h8oA9,TRUE,49,resign,white,5+8,recyrillic,1233,raskoinikov,1289,B15,Caro-Kann Defense,5
lZw57Gfz,TRUE,103,resign,white,5+6,hozianin,1542,raskoinikov,1295,B10,Caro-Kann Defense,2
7hY0j15B,FALSE,69,resign,black,10+8,raskoinikov,1295,trustme,1733,A40,Horwitz Defense,2
rN6BMxL5,TRUE,45,resign,black,10+3,raskoinikov,1305,obanebane,1479,D20,Queen's Gambit Accepted,4
KYtSy3GE,TRUE,77,mate,white,5+8,raskoinikov,1282,jirissman,1394,D30,Queen's Gambit Declined,4
DX1cVt7h,TRUE,101,resign,white,5+8,ali1384,1342,raskoinikov,1298,B00,Caro-Kann Defense: Hillbilly Attack,3
7f2k2ZKy,TRUE,58,resign,white,15+0,raskoinikov,1281,langsama,1286,A80,Dutch Defense,2
tlZw9uen,TRUE,79,resign,white,15+15,ivan14,1655,raskoinikov,1286,B10,Caro-Kann Defense,2
QkmvsFrc,FALSE,18,outoftime,black,16+8,shadowblade,1500,bqfun,1247,B00,Nimzowitsch Defense |  Declined Variation,3
hKngYu5f,TRUE,73,mate,white,10+10,raj1044,1368,bqfun,1500,C20,Bishop's Opening: Boi Variation,4
hJ3orVeR,FALSE,3,resign,white,15+5,bqfun,1500,acuadros,1500,B23,Sicilian Defense: Closed Variation,3
4T31cYDX,TRUE,9,resign,white,10+0,kosior,1581,vzg100,1631,C42,Russian Game: Urusov Gambit,5
JUdkpMzD,FALSE,53,resign,black,15+10,ahoover8,1504,vzg100,1631,D44,Queen's Gambit Declined: Vienna Variation,8
iFhZ3B8F,FALSE,90,resign,black,20+20,vzg100,1631,halma-gott,1606,C22,Center Game: Paulsen Attack Variation,7
7zqvBzbW,FALSE,41,resign,white,15+0,shisherr,1500,vzg100,1631,A00,Grob Opening: Spike |  Hurst Attack,5
e0M8MFhD,FALSE,61,resign,white,20+0,lanas2007,1711,vzg100,1631,C42,Russian Game: French Attack,9
q95vqKSc,FALSE,45,mate,white,15+0,serifoddolova,1594,vzg100,1631,C48,Four Knights Game: Spanish Variation |  Rubinstein Variation,8
6z9mfLKs,FALSE,63,mate,white,15+0,vzg100,1631,massaraksy,1546,C21,Center Game #2,3
r6JLnr4c,TRUE,69,resign,white,10+0,vzg100,1617,salomesonya,1674,B13,Caro-Kann Defense: Exchange Variation,5
i7fZnUrB,TRUE,103,resign,white,10+0,x60,1950,vzg100,1620,C42,Russian Game: Cozio (Lasker) Attack,9
zeTqO8vQ,TRUE,68,draw,draw,10+0,vzg100,1608,duedeldue,1591,B21,Sicilian Defense: Smith-Morra Gambit #2,3
Jj6QlqD1,TRUE,47,mate,white,10+0,vzg100,1600,martinlutherking,1432,C00,Queen's Pawn Game: Franco-Sicilian Defense,4
f8yVUtSf,TRUE,60,draw,draw,10+0,charlycharly,1626,vzg100,1599,C43,Petrov: Modern Attack,6
bYemm7Zz,TRUE,50,mate,black,10+0,musemi,1699,vzg100,1581,C41,Philidor Defense,5
KSK6exM8,TRUE,51,resign,white,10+0,vzg100,1562,musemi,1714,C41,Philidor Defense #3,5
iGKrSUV2,TRUE,16,resign,white,10+0,juanreyes,1302,vzg100,1585,A10,English Opening: Anglo-Scandinavian Defense,2
kidqgjGM,TRUE,38,resign,black,10+0,vzg100,1593,tchessk87,1737,C22,Center Game: Berger Variation,8
ERkxkoxF,TRUE,23,resign,white,10+0,ke3vin,1730,vzg100,1603,C55,Italian Game: Anti-Fried Liver Defense,6
7ToCyaNS,TRUE,48,mate,black,10+0,vzg100,1611,topalovv,1775,B21,Sicilian Defense: Smith-Morra Gambit #2,3
TVqQr9d3,TRUE,40,resign,black,10+0,yuli123,1635,vzg100,1595,C24,Bishop's Opening: Berlin Defense,4
XhuUiPlG,TRUE,70,resign,black,10+0,vzg100,1604,pavel1511,1757,C22,Center Game: Berger Variation,8
TOziQMsv,TRUE,72,resign,black,10+0,hamamuta,1589,vzg100,1588,C40,King's Knight Opening,3
NE8z3DEl,FALSE,66,resign,black,10+0,vzg100,1588,ifroz,1500,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
w6AmRXgh,FALSE,76,resign,black,10+0,ifroz,1500,vzg100,1588,C20,King's Pawn Game: Wayward Queen Attack,3
NY7u2Omr,FALSE,28,resign,white,15+8,vzg100,1588,venici,1203,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
rdD9KSfi,FALSE,111,resign,white,10+0,vzg100,1588,rei_maior,1500,B07,King's Pawn Game: Maroczy Defense,4
DInvwDFc,FALSE,49,resign,black,8+0,derek_87,1296,vzg100,1588,C26,Vienna Game: Falkbeer Variation,4
P5uLal64,TRUE,70,resign,black,30+0,mikaone,1697,vzg100,1566,C24,Bishop's Opening: Berlin Defense,4
hSqBGEK8,FALSE,38,outoftime,black,5+5,persian_girl,1662,malinna,1586,D06,Queen's Gambit Refused: Marshall Defense,4
OhsyNZSG,FALSE,43,resign,white,5+5,malinna,1586,persian_girl,1662,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4
cr5iuIrQ,TRUE,3,outoftime,white,6+8,dmka,1362,arfhan,1265,B01,Scandinavian Defense,2
cr5iuIrQ,TRUE,3,outoftime,white,6+8,dmka,1362,arfhan,1265,B01,Scandinavian Defense,2
FtVjeTvc,FALSE,50,mate,black,19+30,arfhan,1265,lasttry,1500,D01,Queen's Pawn Game: Chigorin Variation,4
qblESqQn,FALSE,30,mate,black,19+30,lasttry,1500,arfhan,1265,C47,Four Knights Game: Scotch Variation,7
SeWWAAH8,FALSE,50,mate,black,19+30,arfhan,1265,lasttry,1500,A00,Van't Kruijs Opening,1
niw2zjOi,TRUE,10,outoftime,black,8+0,spitfire999,1099,alin86,1574,B01,Scandinavian Defense,2
ihAlSQ2i,TRUE,21,mate,white,8+4,olivia77,1459,spitfire999,1143,C42,Russian Game: Damiano Variation,6
b21epG0r,TRUE,20,mate,black,8+4,spitfire999,1175,olivia77,1455,A00,Ware Opening,1
WiuVyh8F,TRUE,43,mate,white,8+8,vladimir_shindin,1466,spitfire999,1500,A40,Polish Defense,2
aKZVsxi7,TRUE,29,resign,white,5+8,bakaliechrom,1773,aran09,1366,C21,Center Game #2,3
FHk2N3wj,TRUE,34,mate,black,12+0,aran09,1385,jonhe,1246,A40,Mikenas Defense,2
mA1wYS13,TRUE,40,mate,black,12+20,balage77,1300,aran09,1374,C20,King's Pawn Game: Napoleon Attack,3
qmEKgMQ7,TRUE,63,outoftime,white,15+0,chessastur,1320,aran09,1391,A00,Polish Opening,1
czcRknBI,TRUE,41,resign,white,15+5,sergey_13,1293,aran09,1411,C41,Philidor Defense #2,4
Prg0wpcq,TRUE,19,resign,black,10+8,khabibullin,1230,aran09,1402,C46,Three Knights Opening,5
Edq8Rhf8,TRUE,65,resign,white,45+0,fare,1611,aran09,1410,C41,Philidor Defense #2,4
x6FrUWtW,TRUE,93,resign,white,10+20,casas,1321,aran09,1430,C60,Ruy Lopez,5
WtPRFdFr,TRUE,78,resign,black,9+9,elle123,1292,aran09,1419,A00,Hungarian Opening,1
U2c6Ntqe,TRUE,38,mate,black,25+0,vazia_pupkin_351,1205,aran09,1412,D03,Queen's Pawn Game: Torre Attack |  Gruenfeld Variation,6
5gudvgsx,TRUE,32,mate,black,15+2,siig,1306,aran09,1400,C57,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,8
fbSlJaL8,TRUE,56,mate,black,10+6,tristiano84,1257,aran09,1389,C20,King's Pawn Game: Wayward Queen Attack,3
hBhPrmie,TRUE,34,mate,black,15+0,jhoni,1188,aran09,1381,D02,Queen's Pawn Game: Chigorin Variation,4
5pJTtJLG,TRUE,101,resign,white,29+30,jmen,1399,aran09,1399,D06,Queen's Gambit Refused: Marshall Defense,4
uZFIyORe,TRUE,74,outoftime,black,10+15,hamid_ll,1279,aran09,1386,C20,King's Pawn Game: Wayward Queen Attack,3
1BOkb1QE,TRUE,62,resign,black,8+8,lou,1485,aran09,1362,C44,Scotch Game,5
JqfWq204,TRUE,60,resign,black,10+0,aran09,1387,protopopov,1246,D05,Colle System #2,7
HgZqaU8G,TRUE,19,resign,white,15+9,aran09,1373,dimonnn68,1286,D02,Queen's Pawn Game: Chigorin Variation,4
BMy4i4Y6,TRUE,24,mate,black,15+5,iriquois,1348,aran09,1353,A00,Van't Kruijs Opening,1
hfih2smr,TRUE,66,mate,black,5+8,aran09,1374,shahrizar,1377,A40,English Defense #2,2
dpVslrR2,TRUE,53,mate,white,5+8,aran09,1347,guest2015,1455,A41,Queen's Pawn,2
z4zn5SuK,TRUE,29,mate,white,8+8,aran09,1324,max2702,1311,D02,Queen's Pawn Game: London System,5
FUHof5BD,TRUE,93,mate,white,5+5,boria,1461,aran09,1500,C30,King's Gambit Declined |  Queen's Knight Defense,4
A2u4TjKf,TRUE,20,mate,black,8+10,azelis,981,aran09,1318,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11
O371pqab,TRUE,35,resign,black,8+8,nerysas,1224,aran09,1298,A03,Bird Opening: Dutch Variation,2
kfELDqCo,TRUE,41,mate,white,10+1,kuo,1426,aran09,1317,D00,Queen's Pawn Game,2
Ja8QLAdX,TRUE,69,resign,white,20+0,k777ht,1479,aran09,1334,C50,Four Knights Game: Italian Variation,8
GbqXTRfR,TRUE,61,mate,white,12+8,aran09,1309,rasta19,1253,D05,Colle System,6
ZZZIvvU0,TRUE,30,resign,black,1+30,aran09,1333,raspoutine,1423,D00,Amazon Attack,3
